Timestamp,Blind Zone ID,Inferred From,Calibrated Pressure (bar),Physics Delta (bar),Calibrated Flow (LPS)
2026-03-21 22:38:03,Z07,Z08 & Z06,1.502,0.097,25.14
2026-03-21 22:38:03,Z03,Z01 & Z04,1.421,0.0,63.37
2026-03-21 22:38:03,Z05,Z06 & Z02,1.425,0.033,36.4
2026-03-21 22:38:03,Z07,Z08 & Z06,1.504,0.096,32.2
2026-03-21 22:38:05,Z03,Z01 & Z04,1.514,0.089,65.91
2026-03-21 22:38:05,Z05,Z06 & Z02,1.446,0.017,40.52
2026-03-21 22:38:05,Z07,Z08 & Z06,1.461,0.047,28.03
2026-03-21 22:38:05,Z03,Z01 & Z04,1.435,0.059,57.15
2026-03-21 22:38:05,Z05,Z06 & Z02,1.569,0.188,39.92
2026-03-21 22:38:05,Z07,Z08 & Z06,1.534,0.138,32.01
2026-03-21 22:38:07,Z03,Z01 & Z04,1.368,-0.002,59.9
2026-03-21 22:38:07,Z05,Z06 & Z02,1.512,0.139,40.24
2026-03-21 22:38:07,Z07,Z08 & Z06,1.524,0.137,35.42
2026-03-21 22:38:07,Z03,Z01 & Z04,1.365,-0.021,62.95
2026-03-21 22:38:07,Z05,Z06 & Z02,1.406,0.028,36.72
2026-03-21 22:38:07,Z07,Z08 & Z06,1.546,0.141,28.97
2026-03-21 22:38:09,Z03,Z01 & Z04,1.498,0.123,64.89
2026-03-21 22:38:09,Z05,Z06 & Z02,1.491,0.106,41.64
2026-03-21 22:38:09,Z07,Z08 & Z06,1.493,0.109,26.77
2026-03-21 22:38:09,Z03,Z01 & Z04,1.49,0.087,54.47
2026-03-21 22:38:09,Z05,Z06 & Z02,1.468,0.071,43.61
2026-03-21 22:38:09,Z07,Z08 & Z06,1.459,0.049,30.79
2026-03-21 22:38:11,Z03,Z01 & Z04,1.357,-0.032,63.61
2026-03-21 22:38:11,Z05,Z06 & Z02,1.447,0.052,41.96
2026-03-21 22:38:11,Z07,Z08 & Z06,1.419,0.004,35.56
2026-03-21 22:38:11,Z03,Z01 & Z04,1.52,0.105,59.86
2026-03-21 22:38:11,Z05,Z06 & Z02,1.461,0.061,34.47
2026-03-21 22:38:11,Z07,Z08 & Z06,1.589,0.178,28.66
2026-03-21 22:38:13,Z03,Z01 & Z04,1.413,0.038,55.8
2026-03-21 22:38:13,Z05,Z06 & Z02,1.415,0.005,37.11
2026-03-21 22:38:13,Z07,Z08 & Z06,1.399,0.007,31.69
2026-03-21 22:38:13,Z03,Z01 & Z04,1.391,-0.015,66.85
2026-03-21 22:38:13,Z05,Z06 & Z02,1.375,-0.042,39.47
2026-03-21 22:38:13,Z07,Z08 & Z06,1.502,0.105,30.9
2026-03-21 22:38:15,Z03,Z01 & Z04,1.508,0.095,66.16
2026-03-21 22:38:15,Z05,Z06 & Z02,1.507,0.119,40.81
2026-03-21 22:38:15,Z07,Z08 & Z06,1.419,0.04,31.61
2026-03-21 22:38:15,Z03,Z01 & Z04,1.558,0.14,59.92
2026-03-21 22:38:15,Z05,Z06 & Z02,1.461,0.059,41.21
2026-03-21 22:38:15,Z07,Z08 & Z06,1.49,0.066,35.71
2026-03-21 22:38:17,Z03,Z01 & Z04,1.344,-0.042,56.45
2026-03-21 22:38:17,Z05,Z06 & Z02,1.483,0.109,40.78
2026-03-21 22:38:17,Z07,Z08 & Z06,1.42,-0.004,37.04
2026-03-21 22:38:17,Z03,Z01 & Z04,1.446,0.073,64.79
2026-03-21 22:38:17,Z05,Z06 & Z02,1.399,0.006,35.94
2026-03-21 22:38:17,Z07,Z08 & Z06,1.432,0.027,31.33
2026-03-21 22:38:19,Z03,Z01 & Z04,1.459,0.03,54.82
2026-03-21 22:38:19,Z05,Z06 & Z02,1.47,0.061,41.65
2026-03-21 22:38:19,Z07,Z08 & Z06,1.521,0.113,29.28
2026-03-21 22:38:19,Z03,Z01 & Z04,1.412,-0.009,54.63
2026-03-21 22:38:19,Z05,Z06 & Z02,1.364,-0.062,38.18
2026-03-21 22:38:19,Z07,Z08 & Z06,1.497,0.078,30.12
2026-03-21 22:38:21,Z03,Z01 & Z04,1.362,-0.054,53.92
2026-03-21 22:38:21,Z05,Z06 & Z02,1.49,0.07,46.56
2026-03-21 22:38:21,Z07,Z08 & Z06,1.494,0.121,36.69
2026-03-21 22:38:21,Z03,Z01 & Z04,1.422,0.007,66.84
2026-03-21 22:38:21,Z05,Z06 & Z02,1.345,-0.067,38.16
2026-03-21 22:38:21,Z07,Z08 & Z06,1.335,-0.051,32.29
2026-03-21 22:38:23,Z03,Z01 & Z04,1.454,0.049,56.64
2026-03-21 22:38:23,Z05,Z06 & Z02,1.337,-0.037,40.47
2026-03-21 22:38:23,Z07,Z08 & Z06,1.47,0.075,31.43
2026-03-21 22:38:23,Z03,Z01 & Z04,1.494,0.092,70.73
2026-03-21 22:38:23,Z05,Z06 & Z02,1.481,0.054,37.27
2026-03-21 22:38:23,Z07,Z08 & Z06,1.482,0.073,33.79
2026-03-21 22:38:25,Z03,Z01 & Z04,1.422,0.04,59.57
2026-03-21 22:38:25,Z05,Z06 & Z02,1.354,-0.051,36.83
2026-03-21 22:38:25,Z07,Z08 & Z06,1.39,0.008,27.88
2026-03-21 22:38:25,Z03,Z01 & Z04,1.487,0.079,60.96
2026-03-21 22:38:25,Z05,Z06 & Z02,1.428,0.037,41.46
2026-03-21 22:38:25,Z07,Z08 & Z06,1.568,0.169,36.39
2026-03-21 22:38:27,Z03,Z01 & Z04,1.548,0.161,57.03
2026-03-21 22:38:27,Z05,Z06 & Z02,1.332,-0.04,45.75
2026-03-21 22:38:27,Z07,Z08 & Z06,1.381,-0.009,30.9
2026-03-21 22:38:27,Z03,Z01 & Z04,1.383,0.008,52.69
2026-03-21 22:38:27,Z05,Z06 & Z02,1.524,0.097,39.71
2026-03-21 22:38:27,Z07,Z08 & Z06,1.515,0.132,36.27
2026-03-21 22:38:29,Z03,Z01 & Z04,1.583,0.156,59.18
2026-03-21 22:38:29,Z05,Z06 & Z02,1.504,0.115,39.92
2026-03-21 22:38:29,Z07,Z08 & Z06,1.565,0.174,27.07
2026-03-21 22:38:29,Z03,Z01 & Z04,1.43,0.023,66.85
2026-03-21 22:38:29,Z05,Z06 & Z02,1.464,0.07,37.63
2026-03-21 22:38:29,Z07,Z08 & Z06,1.537,0.117,27.65
2026-03-21 22:38:31,Z03,Z01 & Z04,1.363,-0.039,71.47
2026-03-21 22:38:31,Z05,Z06 & Z02,1.4,-0.023,41.0
2026-03-21 22:38:31,Z07,Z08 & Z06,1.405,-0.018,31.34
2026-03-21 22:38:31,Z03,Z01 & Z04,1.492,0.067,58.95
2026-03-21 22:38:31,Z05,Z06 & Z02,1.562,0.155,34.89
2026-03-21 22:38:31,Z07,Z08 & Z06,1.461,0.036,26.42
2026-03-21 22:38:33,Z03,Z01 & Z04,1.377,-0.043,55.72
2026-03-21 22:38:33,Z05,Z06 & Z02,1.36,-0.037,39.86
2026-03-21 22:38:33,Z07,Z08 & Z06,1.374,-0.047,29.88
2026-03-21 22:38:33,Z03,Z01 & Z04,1.459,0.057,56.96
2026-03-21 22:38:33,Z05,Z06 & Z02,1.507,0.126,35.0
2026-03-21 22:38:33,Z07,Z08 & Z06,1.469,0.059,29.74
2026-03-21 22:38:35,Z03,Z01 & Z04,1.428,0.054,55.75
2026-03-21 22:38:35,Z05,Z06 & Z02,1.483,0.086,41.89
2026-03-21 22:38:35,Z07,Z08 & Z06,1.524,0.106,30.06
2026-03-21 22:38:35,Z03,Z01 & Z04,1.502,0.131,69.39
2026-03-21 22:38:35,Z05,Z06 & Z02,1.519,0.149,35.41
2026-03-21 22:38:35,Z07,Z08 & Z06,1.471,0.046,29.41
2026-03-21 22:38:37,Z03,Z01 & Z04,1.402,0.01,61.22
2026-03-21 22:38:37,Z05,Z06 & Z02,1.48,0.099,45.29
2026-03-21 22:38:37,Z07,Z08 & Z06,1.426,0.041,34.93
2026-03-21 22:38:37,Z03,Z01 & Z04,1.399,0.01,69.59
2026-03-21 22:38:37,Z05,Z06 & Z02,1.45,0.054,41.7
2026-03-21 22:38:37,Z07,Z08 & Z06,1.453,0.052,29.67
2026-03-21 22:38:39,Z03,Z01 & Z04,1.468,0.082,60.08
2026-03-21 22:38:39,Z05,Z06 & Z02,1.421,0.042,39.67
2026-03-21 22:38:39,Z07,Z08 & Z06,1.444,0.073,32.2
2026-03-21 22:38:40,Z03,Z01 & Z04,1.423,0.003,64.95
2026-03-21 22:38:40,Z05,Z06 & Z02,1.328,-0.056,39.34
2026-03-21 22:38:40,Z07,Z08 & Z06,1.388,0.005,27.32
2026-03-21 22:38:41,Z03,Z01 & Z04,1.38,-0.01,64.64
2026-03-21 22:38:41,Z05,Z06 & Z02,1.453,0.04,35.2
2026-03-21 22:38:41,Z07,Z08 & Z06,1.439,0.021,27.37
2026-03-21 22:38:42,Z03,Z01 & Z04,1.423,0.04,63.85
2026-03-21 22:38:42,Z05,Z06 & Z02,1.463,0.038,45.36
2026-03-21 22:38:42,Z07,Z08 & Z06,1.478,0.101,35.77
2026-03-21 22:38:43,Z03,Z01 & Z04,1.397,0.022,57.11
2026-03-21 22:38:43,Z05,Z06 & Z02,1.341,-0.058,40.0
2026-03-21 22:38:43,Z07,Z08 & Z06,1.445,0.058,36.81
2026-03-21 22:38:44,Z03,Z01 & Z04,1.331,-0.05,65.66
2026-03-21 22:38:44,Z05,Z06 & Z02,1.506,0.077,37.98
2026-03-21 22:38:44,Z07,Z08 & Z06,1.497,0.093,34.09
2026-03-21 22:38:45,Z03,Z01 & Z04,1.496,0.116,51.12
2026-03-21 22:38:45,Z05,Z06 & Z02,1.549,0.167,42.93
2026-03-21 22:38:45,Z07,Z08 & Z06,1.624,0.195,30.14
2026-03-21 22:38:46,Z03,Z01 & Z04,1.34,-0.036,58.95
2026-03-21 22:38:46,Z05,Z06 & Z02,1.483,0.082,45.1
2026-03-21 22:38:46,Z07,Z08 & Z06,1.497,0.107,33.47
2026-03-21 22:38:47,Z03,Z01 & Z04,1.42,0.007,56.1
2026-03-21 22:38:47,Z05,Z06 & Z02,1.356,-0.025,44.72
2026-03-21 22:38:47,Z07,Z08 & Z06,1.45,0.03,30.97
2026-03-21 22:38:48,Z03,Z01 & Z04,1.411,0.028,66.83
2026-03-21 22:38:48,Z05,Z06 & Z02,1.489,0.064,39.98
2026-03-21 22:38:48,Z07,Z08 & Z06,1.383,-0.003,25.81
2026-03-21 22:38:49,Z03,Z01 & Z04,1.429,0.038,56.67
2026-03-21 22:38:49,Z05,Z06 & Z02,1.413,0.029,39.72
2026-03-21 22:38:49,Z07,Z08 & Z06,1.453,0.03,29.72
2026-03-21 22:38:50,Z03,Z01 & Z04,1.394,-0.009,58.86
2026-03-21 22:38:50,Z05,Z06 & Z02,1.396,-0.022,39.61
2026-03-21 22:38:50,Z07,Z08 & Z06,1.318,-0.064,32.1
2026-03-21 22:38:51,Z03,Z01 & Z04,1.467,0.038,60.88
2026-03-21 22:38:51,Z05,Z06 & Z02,1.371,-0.05,40.53
2026-03-21 22:38:51,Z07,Z08 & Z06,1.448,0.022,32.69
2026-03-21 22:38:52,Z03,Z01 & Z04,1.507,0.082,67.24
2026-03-21 22:38:52,Z05,Z06 & Z02,1.434,0.023,43.82
2026-03-21 22:38:52,Z07,Z08 & Z06,1.358,-0.014,32.01
2026-03-21 22:38:53,Z03,Z01 & Z04,1.508,0.12,65.03
2026-03-21 22:38:53,Z05,Z06 & Z02,1.514,0.084,43.77
2026-03-21 22:38:53,Z07,Z08 & Z06,1.59,0.161,30.61
2026-03-21 22:38:54,Z03,Z01 & Z04,1.436,0.035,63.65
2026-03-21 22:38:54,Z05,Z06 & Z02,1.405,-0.006,37.83
2026-03-21 22:38:54,Z07,Z08 & Z06,1.416,-0.01,30.77
2026-03-21 22:38:55,Z03,Z01 & Z04,1.467,0.082,58.24
2026-03-21 22:38:55,Z05,Z06 & Z02,1.457,0.044,38.5
2026-03-21 22:38:55,Z07,Z08 & Z06,1.438,0.032,29.9
2026-03-21 22:38:56,Z03,Z01 & Z04,1.579,0.183,67.84
2026-03-21 22:38:56,Z05,Z06 & Z02,1.398,0.008,39.36
2026-03-21 22:38:56,Z07,Z08 & Z06,1.467,0.041,31.04
2026-03-21 22:38:57,Z03,Z01 & Z04,1.43,0.007,53.34
2026-03-21 22:38:57,Z05,Z06 & Z02,1.405,-0.024,38.79
2026-03-21 22:38:57,Z07,Z08 & Z06,1.442,0.019,35.05
2026-03-21 22:38:58,Z03,Z01 & Z04,1.459,0.04,52.21
2026-03-21 22:38:58,Z05,Z06 & Z02,1.539,0.137,39.63
2026-03-21 22:38:58,Z07,Z08 & Z06,1.491,0.072,36.31
2026-03-21 22:39:00,Z03,Z01 & Z04,1.373,-0.025,53.18
2026-03-21 22:39:00,Z05,Z06 & Z02,1.559,0.152,45.66
2026-03-21 22:39:00,Z07,Z08 & Z06,1.567,0.145,34.96
2026-03-21 22:39:00,Z03,Z01 & Z04,1.379,-0.021,56.07
2026-03-21 22:39:00,Z05,Z06 & Z02,1.367,-0.032,42.8
2026-03-21 22:39:00,Z07,Z08 & Z06,1.472,0.078,32.46
2026-03-21 22:39:02,Z03,Z01 & Z04,1.435,0.011,57.39
2026-03-21 22:39:02,Z05,Z06 & Z02,1.508,0.123,42.14
2026-03-21 22:39:02,Z07,Z08 & Z06,1.378,-0.001,31.28
2026-03-21 22:39:02,Z03,Z01 & Z04,1.473,0.049,71.19
2026-03-21 22:39:02,Z05,Z06 & Z02,1.386,-0.034,34.0
2026-03-21 22:39:02,Z07,Z08 & Z06,1.389,-0.029,26.91
2026-03-21 22:39:04,Z03,Z01 & Z04,1.432,0.038,63.6
2026-03-21 22:39:04,Z05,Z06 & Z02,1.502,0.091,45.06
2026-03-21 22:39:04,Z07,Z08 & Z06,1.407,0.009,34.96
2026-03-21 22:39:04,Z03,Z01 & Z04,1.444,0.03,61.78
2026-03-21 22:39:04,Z05,Z06 & Z02,1.596,0.17,43.33
2026-03-21 22:39:04,Z07,Z08 & Z06,1.548,0.146,36.18
2026-03-21 22:39:06,Z03,Z01 & Z04,1.572,0.146,57.5
2026-03-21 22:39:06,Z05,Z06 & Z02,1.449,0.074,36.69
2026-03-21 22:39:06,Z07,Z08 & Z06,1.376,-0.038,30.55
2026-03-21 22:39:06,Z03,Z01 & Z04,1.407,0.033,64.86
2026-03-21 22:39:06,Z05,Z06 & Z02,1.432,0.048,34.85
2026-03-21 22:39:06,Z07,Z08 & Z06,1.401,-0.003,26.94
2026-03-21 22:39:08,Z03,Z01 & Z04,1.398,0.022,62.41
2026-03-21 22:39:08,Z05,Z06 & Z02,1.388,0.013,43.36
2026-03-21 22:39:08,Z07,Z08 & Z06,1.317,-0.056,29.85
2026-03-21 22:39:08,Z03,Z01 & Z04,1.337,-0.048,53.46
2026-03-21 22:39:08,Z05,Z06 & Z02,1.415,0.03,36.52
2026-03-21 22:39:08,Z07,Z08 & Z06,1.429,0.03,33.6
2026-03-21 22:39:10,Z03,Z01 & Z04,1.415,0.008,66.73
2026-03-21 22:39:10,Z05,Z06 & Z02,1.443,0.016,48.95
2026-03-21 22:39:10,Z07,Z08 & Z06,1.48,0.054,34.22
2026-03-21 22:39:10,Z03,Z01 & Z04,1.547,0.119,66.24
2026-03-21 22:39:10,Z05,Z06 & Z02,1.41,0.038,44.4
2026-03-21 22:39:10,Z07,Z08 & Z06,1.406,0.018,34.52
2026-03-21 22:39:12,Z03,Z01 & Z04,1.406,0.011,60.74
2026-03-21 22:39:12,Z05,Z06 & Z02,1.419,0.004,42.75
2026-03-21 22:39:12,Z07,Z08 & Z06,1.389,-0.015,30.96
2026-03-21 22:39:12,Z03,Z01 & Z04,1.444,0.047,55.51
2026-03-21 22:39:12,Z05,Z06 & Z02,1.441,0.063,33.89
2026-03-21 22:39:12,Z07,Z08 & Z06,1.489,0.113,28.23
2026-03-21 22:39:14,Z03,Z01 & Z04,1.366,-0.048,67.29
2026-03-21 22:39:14,Z05,Z06 & Z02,1.489,0.112,41.85
2026-03-21 22:39:14,Z07,Z08 & Z06,1.547,0.164,35.44
2026-03-21 22:39:14,Z03,Z01 & Z04,1.474,0.047,58.35
2026-03-21 22:39:14,Z05,Z06 & Z02,1.35,-0.025,37.38
2026-03-21 22:39:14,Z07,Z08 & Z06,1.464,0.075,26.14
2026-03-21 22:39:16,Z03,Z01 & Z04,1.525,0.102,52.77
2026-03-21 22:39:16,Z05,Z06 & Z02,1.393,0.016,34.67
2026-03-21 22:39:16,Z07,Z08 & Z06,1.438,0.017,25.8
2026-03-21 22:39:16,Z03,Z01 & Z04,1.394,0.016,56.28
2026-03-21 22:39:16,Z05,Z06 & Z02,1.388,-0.004,41.42
2026-03-21 22:39:16,Z07,Z08 & Z06,1.429,0.054,32.62
2026-03-21 22:39:18,Z03,Z01 & Z04,1.481,0.099,60.63
2026-03-21 22:39:18,Z05,Z06 & Z02,1.362,-0.035,39.24
2026-03-21 22:39:18,Z07,Z08 & Z06,1.352,-0.043,28.62
2026-03-21 22:39:19,Z03,Z01 & Z04,1.427,0.015,61.04
2026-03-21 22:39:19,Z05,Z06 & Z02,1.418,0.018,37.79
2026-03-21 22:39:19,Z07,Z08 & Z06,1.355,-0.032,29.1
2026-03-21 22:39:20,Z03,Z01 & Z04,1.486,0.112,55.4
2026-03-21 22:39:20,Z05,Z06 & Z02,1.383,-0.036,35.25
2026-03-21 22:39:20,Z07,Z08 & Z06,1.359,-0.043,26.91
2026-03-21 22:39:21,Z03,Z01 & Z04,1.421,0.026,58.68
2026-03-21 22:39:21,Z05,Z06 & Z02,1.426,0.017,45.05
2026-03-21 22:39:21,Z07,Z08 & Z06,1.38,-0.009,32.06
2026-03-21 22:39:22,Z03,Z01 & Z04,1.367,-0.038,52.91
2026-03-21 22:39:22,Z05,Z06 & Z02,1.469,0.058,37.44
2026-03-21 22:39:22,Z07,Z08 & Z06,1.418,0.018,34.92
2026-03-21 22:39:23,Z03,Z01 & Z04,1.456,0.046,62.91
2026-03-21 22:39:23,Z05,Z06 & Z02,1.444,0.061,42.5
2026-03-21 22:39:23,Z07,Z08 & Z06,1.476,0.089,33.56
2026-03-21 22:39:24,Z03,Z01 & Z04,1.571,0.151,62.53
2026-03-21 22:39:24,Z05,Z06 & Z02,1.536,0.12,36.73
2026-03-21 22:39:24,Z07,Z08 & Z06,1.444,0.064,28.94
2026-03-21 22:39:25,Z03,Z01 & Z04,1.362,-0.02,64.3
2026-03-21 22:39:25,Z05,Z06 & Z02,1.475,0.087,45.32
2026-03-21 22:39:25,Z07,Z08 & Z06,1.332,-0.039,34.24
2026-03-21 22:39:26,Z03,Z01 & Z04,1.377,-0.022,65.42
2026-03-21 22:39:26,Z05,Z06 & Z02,1.475,0.075,45.51
2026-03-21 22:39:26,Z07,Z08 & Z06,1.444,0.022,37.33
2026-03-21 22:39:27,Z03,Z01 & Z04,1.39,-0.008,56.67
2026-03-21 22:39:27,Z05,Z06 & Z02,1.403,0.012,44.32
2026-03-21 22:39:27,Z07,Z08 & Z06,1.546,0.143,33.47
2026-03-21 22:39:28,Z03,Z01 & Z04,1.483,0.096,61.33
2026-03-21 22:39:28,Z05,Z06 & Z02,1.54,0.165,41.48
2026-03-21 22:39:28,Z07,Z08 & Z06,1.545,0.154,32.24
2026-03-21 22:39:30,Z03,Z01 & Z04,1.43,0.056,68.93
2026-03-21 22:39:30,Z05,Z06 & Z02,1.467,0.059,42.92
2026-03-21 22:39:30,Z07,Z08 & Z06,1.357,-0.026,30.13
2026-03-21 22:39:30,Z03,Z01 & Z04,1.504,0.107,60.69
2026-03-21 22:39:30,Z05,Z06 & Z02,1.449,0.032,43.09
2026-03-21 22:39:30,Z07,Z08 & Z06,1.475,0.089,32.48
2026-03-21 22:39:32,Z03,Z01 & Z04,1.441,0.04,62.28
2026-03-21 22:39:32,Z05,Z06 & Z02,1.413,0.004,39.71
2026-03-21 22:39:32,Z07,Z08 & Z06,1.377,-0.035,34.38
2026-03-21 22:39:32,Z03,Z01 & Z04,1.507,0.113,54.32
2026-03-21 22:39:32,Z05,Z06 & Z02,1.372,-0.001,39.16
2026-03-21 22:39:32,Z07,Z08 & Z06,1.431,0.009,31.67
2026-03-21 22:39:34,Z03,Z01 & Z04,1.512,0.131,58.91
2026-03-21 22:39:34,Z05,Z06 & Z02,1.39,-0.014,36.0
2026-03-21 22:39:34,Z07,Z08 & Z06,1.511,0.086,30.27
2026-03-21 22:39:35,Z03,Z01 & Z04,1.415,0.016,57.03
2026-03-21 22:39:35,Z05,Z06 & Z02,1.427,0.026,41.91
2026-03-21 22:39:35,Z07,Z08 & Z06,1.408,0.032,30.82
2026-03-21 22:39:36,Z03,Z01 & Z04,1.435,0.034,62.06
2026-03-21 22:39:36,Z05,Z06 & Z02,1.443,0.044,36.93
2026-03-21 22:39:36,Z07,Z08 & Z06,1.531,0.142,26.75
2026-03-21 22:39:37,Z03,Z01 & Z04,1.4,-0.016,66.15
2026-03-21 22:39:37,Z05,Z06 & Z02,1.511,0.118,43.46
2026-03-21 22:39:37,Z07,Z08 & Z06,1.559,0.157,32.97
2026-03-21 22:39:38,Z03,Z01 & Z04,1.509,0.127,60.6
2026-03-21 22:39:38,Z05,Z06 & Z02,1.408,-0.008,41.27
2026-03-21 22:39:38,Z07,Z08 & Z06,1.319,-0.084,31.15
2026-03-21 22:39:39,Z03,Z01 & Z04,1.483,0.09,61.27
2026-03-21 22:39:39,Z05,Z06 & Z02,1.498,0.117,43.53
2026-03-21 22:39:39,Z07,Z08 & Z06,1.482,0.106,34.18
2026-03-21 22:39:40,Z03,Z01 & Z04,1.528,0.13,59.18
2026-03-21 22:39:40,Z05,Z06 & Z02,1.474,0.083,35.63
2026-03-21 22:39:40,Z07,Z08 & Z06,1.428,0.038,31.24
2026-03-21 22:39:41,Z03,Z01 & Z04,1.437,0.013,59.75
2026-03-21 22:39:41,Z05,Z06 & Z02,1.413,-0.011,35.65
2026-03-21 22:39:41,Z07,Z08 & Z06,1.332,-0.075,27.1
2026-03-21 22:39:42,Z03,Z01 & Z04,1.452,0.041,58.49
2026-03-21 22:39:42,Z05,Z06 & Z02,1.506,0.105,41.17
2026-03-21 22:39:42,Z07,Z08 & Z06,1.5,0.12,31.21
2026-03-21 22:39:43,Z03,Z01 & Z04,1.522,0.121,60.46
2026-03-21 22:39:43,Z05,Z06 & Z02,1.437,0.036,39.01
2026-03-21 22:39:43,Z07,Z08 & Z06,1.449,0.055,34.02
2026-03-21 22:39:44,Z03,Z01 & Z04,1.457,0.057,61.66
2026-03-21 22:39:44,Z05,Z06 & Z02,1.552,0.136,44.36
2026-03-21 22:39:44,Z07,Z08 & Z06,1.553,0.146,33.93
2026-03-21 22:39:45,Z03,Z01 & Z04,1.458,0.076,69.78
2026-03-21 22:39:45,Z05,Z06 & Z02,1.376,-0.054,37.95
2026-03-21 22:39:45,Z07,Z08 & Z06,1.403,0.006,33.36
2026-03-21 22:39:46,Z03,Z01 & Z04,1.528,0.13,62.14
2026-03-21 22:39:46,Z05,Z06 & Z02,1.469,0.091,44.97
2026-03-21 22:39:46,Z07,Z08 & Z06,1.445,0.07,31.34
2026-03-21 22:39:47,Z03,Z01 & Z04,1.322,-0.05,63.66
2026-03-21 22:39:47,Z05,Z06 & Z02,1.406,0.028,37.68
2026-03-21 22:39:47,Z07,Z08 & Z06,1.457,0.068,33.5
2026-03-21 22:39:48,Z03,Z01 & Z04,1.533,0.122,63.96
2026-03-21 22:39:48,Z05,Z06 & Z02,1.48,0.096,38.45
2026-03-21 22:39:48,Z07,Z08 & Z06,1.498,0.069,30.54
2026-03-21 22:39:49,Z03,Z01 & Z04,1.468,0.045,65.11
2026-03-21 22:39:49,Z05,Z06 & Z02,1.408,0.037,35.69
2026-03-21 22:39:49,Z07,Z08 & Z06,1.302,-0.085,27.3
2026-03-21 22:39:50,Z03,Z01 & Z04,1.455,0.046,64.05
2026-03-21 22:39:50,Z05,Z06 & Z02,1.49,0.072,38.54
2026-03-21 22:39:50,Z07,Z08 & Z06,1.359,-0.064,30.6
2026-03-21 22:39:51,Z03,Z01 & Z04,1.331,-0.077,73.13
2026-03-21 22:39:51,Z05,Z06 & Z02,1.324,-0.059,39.25
2026-03-21 22:39:51,Z07,Z08 & Z06,1.31,-0.06,28.81
2026-03-21 22:39:52,Z03,Z01 & Z04,1.42,0.024,63.14
2026-03-21 22:39:52,Z05,Z06 & Z02,1.534,0.126,42.67
2026-03-21 22:39:52,Z07,Z08 & Z06,1.495,0.075,29.56
2026-03-21 22:39:53,Z03,Z01 & Z04,1.413,-0.004,66.73
2026-03-21 22:39:53,Z05,Z06 & Z02,1.476,0.102,43.92
2026-03-21 22:39:53,Z07,Z08 & Z06,1.528,0.133,32.94
2026-03-21 22:39:54,Z03,Z01 & Z04,1.52,0.144,62.29
2026-03-21 22:39:54,Z05,Z06 & Z02,1.392,-0.034,34.51
2026-03-21 22:39:54,Z07,Z08 & Z06,1.474,0.053,28.61
2026-03-21 22:39:55,Z03,Z01 & Z04,1.496,0.117,50.86
2026-03-21 22:39:55,Z05,Z06 & Z02,1.52,0.136,44.43
2026-03-21 22:39:55,Z07,Z08 & Z06,1.522,0.109,36.12
2026-03-21 22:39:56,Z03,Z01 & Z04,1.416,0.026,57.4
2026-03-21 22:39:56,Z05,Z06 & Z02,1.497,0.073,37.06
2026-03-21 22:39:56,Z07,Z08 & Z06,1.464,0.072,32.68
2026-03-21 22:39:57,Z03,Z01 & Z04,1.375,-0.025,58.26
2026-03-21 22:39:57,Z05,Z06 & Z02,1.438,0.06,38.78
2026-03-21 22:39:57,Z07,Z08 & Z06,1.473,0.092,33.3
2026-03-21 22:39:59,Z03,Z01 & Z04,1.561,0.166,64.71
2026-03-21 22:39:59,Z05,Z06 & Z02,1.473,0.045,42.5
2026-03-21 22:39:59,Z07,Z08 & Z06,1.512,0.097,28.69
2026-03-21 22:39:59,Z03,Z01 & Z04,1.391,0.019,67.4
2026-03-21 22:39:59,Z05,Z06 & Z02,1.439,0.049,35.95
2026-03-21 22:39:59,Z07,Z08 & Z06,1.393,0.018,31.53
2026-03-21 22:40:01,Z03,Z01 & Z04,1.48,0.108,59.75
2026-03-21 22:40:01,Z05,Z06 & Z02,1.594,0.182,36.23
2026-03-21 22:40:01,Z07,Z08 & Z06,1.46,0.049,31.8
2026-03-21 22:40:01,Z03,Z01 & Z04,1.411,0.01,68.98
2026-03-21 22:40:01,Z05,Z06 & Z02,1.517,0.092,41.68
2026-03-21 22:40:01,Z07,Z08 & Z06,1.355,-0.043,34.03
2026-03-21 22:40:03,Z03,Z01 & Z04,1.413,-0.01,64.93
2026-03-21 22:40:03,Z05,Z06 & Z02,1.491,0.104,39.4
2026-03-21 22:40:03,Z07,Z08 & Z06,1.479,0.087,37.71
2026-03-21 22:40:03,Z03,Z01 & Z04,1.444,0.021,63.53
2026-03-21 22:40:03,Z05,Z06 & Z02,1.489,0.114,41.06
2026-03-21 22:40:03,Z07,Z08 & Z06,1.467,0.094,27.57
2026-03-21 22:40:05,Z03,Z01 & Z04,1.39,0.017,53.9
2026-03-21 22:40:05,Z05,Z06 & Z02,1.458,0.069,43.38
2026-03-21 22:40:05,Z07,Z08 & Z06,1.476,0.102,36.34
2026-03-21 22:40:05,Z03,Z01 & Z04,1.44,0.023,56.14
2026-03-21 22:40:05,Z05,Z06 & Z02,1.531,0.14,40.15
2026-03-21 22:40:05,Z07,Z08 & Z06,1.529,0.115,32.13
2026-03-21 22:40:09,Z03,Z01 & Z04,1.594,0.166,61.96
2026-03-21 22:40:09,Z05,Z06 & Z02,1.378,-0.012,40.97
2026-03-21 22:40:09,Z07,Z08 & Z06,1.406,0.011,32.69
